asp_perf,marker,stem,luokka,freq,infl,prof,lang,asp_imp
1,prefix,CB/HCB,eka,high,infinite,Other,ger,0
1,prefix,CB/HCB,eka,high,infinite,Other,fin,0
0,simplex,HCB/CB,oma,high,infinite,A2,kaz,1
1,prefix,CB/HCB,oma,high,infinite,B2,eng,0
1,prefix,CB/HCB,oma,high,non-past,A2,kaz,0
1,simplex,CB/HCB,viides,high,past,A2,kaz,0
1,simplex,CB/HCB,viides,high,past,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,B2,eng,0
1,simplex,CB/HCB,viides,high,infinite,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,B1,kaz,0
1,simplex,CB/HCB,viides,high,infinite,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,B1,eng,0
1,simplex,CB/HCB,viides,high,infinite,B2,fin,0
1,simplex,CB/HCB,viides,high,infinite,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,A2,kaz,0
1,simplex,CB/HCB,viides,high,infinite,B1,eng,0
1,simplex,CB/HCB,viides,high,infinite,B2,fin,0
1,simplex,CB/HCB,viides,high,non-past,C2,fin,0
1,simplex,CB/HCB,viides,high,non-past,A2,kaz,0
1,simplex,CB/HCB,viides,high,non-past,A2,kaz,0
1,simplex,CB/HCB,viides,high,non-past,A2,kaz,0
1,prefix,HCB/CB,viides,high,past,A2,kaz,0
1,prefix,CB/HCB,eipro,high,infinite,Other,fin,0
1,prefix,CB/HCB,eka,high,non-past,A2,kaz,0
1,prefix,CB/HCB,eka,high,past,B2,eng,0
1,prefix,CB/HCB,eka,high,past,Other,fin,0
1,prefix,CB/HCB,eka,high,past,A2,kaz,0
1,prefix,CB/HCB,eka,high,infinite,B2,eng,0
1,prefix,CB/HCB,eka,low,past,B1,kaz,0
1,prefix,CB/HCB,eka,low,past,A2,kaz,0
1,prefix,CB/HCB,eka,low,infinite,C1,fin,0
1,prefix,CB/HCB,eka,low,infinite,A2,kaz,0
1,prefix,CB/HCB,viides,low,non-past,A2,kaz,0
1,simplex,CB/HCB,oma,low,past,A2,kaz,0
1,simplex,CB/HCB,eka,low,infinite,A2,kaz,0
1,prefix,CB/HCB,oma,low,past,B2,eng,0
1,prefix,CB/HCB,eka,low,past,A2,kaz,0
1,simplex,CB/HCB,eipro,low,past,A2,kaz,0
1,simplex,CB/HCB,eipro,low,past,A2,kaz,0
1,simplex,CB/HCB,eipro,low,past,A2,kaz,0
1,simplex,CB/HCB,eipro,low,infinite,A2,kaz,0
1,prefix,CB/HCB,eka,low,infinite,B2,eng,0
1,prefix,CB/HCB,eipro,low,past,B1,kaz,0
1,prefix,CB/HCB,eipro,low,past,B2,eng,0
1,prefix,CB/HCB,eipro,low,non-past,A2,kaz,0
1,prefix,CB/HCB,eipro,low,non-past,A2,kaz,0
1,prefix,CB/HCB,eipro,low,non-past,B2,eng,0
1,prefix,CB/HCB,eipro,low,infinite,A2,kaz,0
1,prefix,CB/HCB,eipro,low,infinite,B1,kaz,0
1,prefix,CB/HCB,eipro,low,past,B1,kaz,0
1,prefix,CB/HCB,eipro,low,past,A2,kaz,0
1,prefix,CB/HCB,eipro,low,past,A2,kaz,0
1,prefix,CB/HCB,eipro,low,past,A2,kaz,0
1,prefix,CB/HCB,eipro,low,infinite,B2,eng,0
1,prefix,CB/HCB,eka,same,past,Other,fin,0
1,prefix,CB/HCB,eka,same,past,A2,kaz,0
1,prefix,CB/HCB,eipro,same,infinite,A2,kaz,0
1,prefix,CB/HCB,eipro,same,infinite,A2,kaz,0
1,prefix,CB/HCB,viides,same,infinite,A2,kaz,0
1,prefix,CB/HCB,viides,same,past,A2,kaz,0
1,prefix,CB/HCB,viides,same,non-past,B2,fin,0
1,prefix,CB/HCB,viides,same,non-past,B1,kaz,0
1,prefix,CB/HCB,eipro,same,infinite,B2,eng,0
1,prefix,CB/HCB,eipro,same,infinite,B1,kaz,0
1,prefix,CB/HCB,eipro,same,past,B1,eng,0
1,prefix,CB/HCB,eipro,same,infinite,B2,fin,0
1,prefix,CB/HCB,eipro,same,infinite,A2,kaz,0
1,prefix,CB/HCB,eipro,same,non-past,B2,kaz,0
1,prefix,CB/HCB,eipro,same,non-past,B1,eng,0
1,prefix,CB/HCB,eipro,same,infinite,A2,kaz,0
1,prefix,CB/HCB,eipro,same,infinite,B2,eng,0
1,prefix,CB/HCB,eipro,same,infinite,A2,kaz,0
1,prefix,CB/HCB,oma,same,past,A2,kaz,0
1,prefix,CB/HCB,oma,same,past,A2,kaz,0
1,prefix,CB/HCB,oma,same,past,B2,fin,0
1,prefix,CB/HCB,oma,same,infinite,A2,kaz,0
1,prefix,CB/HCB,oma,same,infinite,A2,kaz,0
1,prefix,CB/HCB,eka,same,non-past,A2,kaz,0
1,prefix,CB/HCB,eipro,high,past,A2,kaz,0
1,prefix,CB/HCB,eipro,high,past,A2,kaz,0
1,prefix,CB/HCB,eipro,high,infinite,B2,fin,0
1,prefix,CB/HCB,eka,same,non-past,A2,kaz,0
1,simplex,CB/HCB,viides,same,infinite,B1,kaz,0
1,simplex,CB/HCB,eipro,low,non-past,A2,kaz,0
1,simplex,CB/HCB,eipro,high,non-past,A2,kaz,0
1,simplex,CB/HCB,viides,high,non-past,A2,kaz,0
1,prefix,CB/HCB,eipro,low,past,B2,eng,0
1,prefix,CB/HCB,eipro,low,infinite,A2,kaz,0
1,prefix,CB/HCB,eka,low,non-past,B2,eng,0
1,prefix,CB/HCB,viides,high,non-past,B1,kaz,0
1,prefix,HCB/CB,viides,low,non-past,A2,kaz,0
1,prefix,HCB/CB,viides,low,past,A2,kaz,0
1,prefix,HCB/CB,viides,low,past,B1,kaz,0
1,prefix,CB/HCB,oma,same,past,B2,fin,0
1,prefix,CB/HCB,oma,same,infinite,B2,fin,0
1,prefix,CB/HCB,eka,high,non-past,A2,eng,0
1,prefix,CB/HCB,eka,high,past,B2,eng,0
1,prefix,CB/HCB,eka,high,past,A2,kaz,0
1,prefix,CB/HCB,eka,same,infinite,B2,eng,0
1,prefix,CB/HCB,eka,same,non-past,A2,kaz,0
1,prefix,CB/HCB,eka,same,non-past,A2,kaz,0
1,prefix,CB/HCB,viides,high,infinite,A2,kaz,0
1,prefix,CB/HCB,viides,same,non-past,A2,kaz,0
1,prefix,CB/HCB,viides,high,past,Other,fin,0
1,prefix,CB/HCB,viides,high,past,A2,kaz,0
1,prefix,CB/HCB,viides,high,past,B1,kaz,0
1,prefix,CB/HCB,viides,high,past,A2,kaz,0
1,prefix,CB/HCB,eka,low,infinite,A2,kaz,0
1,prefix,CB/HCB,eka,low,infinite,C1,fin,0
1,prefix,CB/HCB,eka,low,infinite,A2,kaz,0
1,prefix,CB/HCB,eka,low,infinite,B2,fin,0
1,prefix,CB/HCB,eka,low,infinite,B1,eng,0
1,prefix,CB/HCB,eipro,high,non-past,B1,fr,0
1,prefix,CB/HCB,eipro,high,non-past,B2,fin,0
1,prefix,CB/HCB,eipro,high,infinite,B1,fin,0
1,prefix,CB/HCB,eipro,high,infinite,B2,fin,0
1,prefix,CB/HCB,oma,high,infinite,B2,fin,0
1,prefix,CB/HCB,eipro,same,infinite,B2,eng,0
1,prefix,CB/HCB,eipro,high,past,B2,fin,0
1,prefix,CB/HCB,eipro,high,non-past,B2,fin,0
1,prefix,CB/HCB,eipro,high,infinite,B1,fr,0
1,prefix,CB/HCB,eipro,low,infinite,B2,fin,0
1,prefix,CB/HCB,viides,same,non-past,A2,eng,0
1,prefix,CB/HCB,eka,high,past,A2,eng,0
1,prefix,CB/HCB,eka,same,infinite,B2,eng,0
1,prefix,CB/HCB,eka,high,past,B2,fin,0
1,prefix,CB/HCB,eka,high,infinite,B2,fin,0
1,prefix,CB/HCB,eka,high,infinite,B2,eng,0
1,prefix,CB/HCB,eka,high,past,B2,fin,0
1,prefix,CB/HCB,eka,high,past,A1,fr,0
1,prefix,CB/HCB,eipro,high,non-past,B2,eng,0
1,prefix,CB/HCB,eipro,high,past,B2,fin,0
1,prefix,CB/HCB,eipro,same,non-past,B2,eng,0
1,prefix,CB/HCB,oma,high,past,B1,eng,0
1,prefix,CB/HCB,oma,high,past,B2,eng,0
1,prefix,CB/HCB,oma,high,infinite,B1,eng,0
1,prefix,CB/HCB,eka,high,non-past,B1,fr,0
1,prefix,CB/HCB,viides,high,infinite,A2,fr,0
1,prefix,CB/HCB,eipro,low,infinite,B2,fin,0
1,prefix,CB/HCB,eipro,low,infinite,B2,eng,0
1,prefix,CB/HCB,eipro,low,infinite,A2,fr,0
1,prefix,CB/HCB,eipro,low,infinite,B1,eng,0
1,prefix,CB/HCB,oma,same,past,A2,eng,0
1,prefix,CB/HCB,eka,high,non-past,B2,eng,0
1,prefix,CB/HCB,eka,same,non-past,B2,eng,0
1,prefix,CB/HCB,eka,same,non-past,A2,fr,0
1,prefix,CB/HCB,eka,same,past,B2,fin,0
1,prefix,CB/HCB,eka,high,infinite,B2,fin,0
1,prefix,CB/HCB,oma,high,infinite,B2,fin,0
1,prefix,CB/HCB,oma,high,infinite,B2,fin,0
1,prefix,CB/HCB,eipro,high,past,A2,kor,0
1,simplex,CB/HCB,viides,high,past,B2,fin,0
1,simplex,CB/HCB,viides,high,non-past,B2,fin,0
1,simplex,CB/HCB,viides,high,non-past,A2,eng,0
1,simplex,CB/HCB,viides,high,infinite,B2,eng,0
1,simplex,CB/HCB,viides,high,infinite,B2,eng,0
1,simplex,CB/HCB,viides,high,infinite,B2,fin,0
1,simplex,CB/HCB,viides,high,non-past,B2,fin,0
1,simplex,HCB/CB,eka,high,non-past,B1,fin,0
1,prefix,CB/HCB,viides,high,past,A1,fr,0
1,prefix,CB/HCB,viides,high,past,B2,fin,0
1,prefix,CB/HCB,viides,high,infinite,B2,fin,0
1,prefix,CB/HCB,viides,high,infinite,B2,fin,0
1,prefix,CB/HCB,eka,high,past,B2,fin,0
1,prefix,CB/HCB,eka,high,infinite,B1,eng,0
1,prefix,CB/HCB,eka,high,infinite,B2,eng,0
1,prefix,CB/HCB,eka,high,infinite,A2,eng,0
1,prefix,CB/HCB,eka,high,infinite,A2,fr,0
1,prefix,CB/HCB,eka,high,infinite,A2,eng,0
1,prefix,CB/HCB,eipro,high,past,B2,fin,0
1,prefix,CB/HCB,kolmas,high,infinite,B2,eng,0
1,prefix,CB/HCB,neli,same,non-past,B1,eng,0
1,simplex,CB/HCB,toka,high,non-past,Other,ger,0
1,simplex,CB/HCB,toka,high,past,Other,ger,0
1,simplex,CB/HCB,toka,high,non-past,Other,ger,0
1,simplex,CB/HCB,toka,high,non-past,A2,fr,0
1,prefix,CB/HCB,viides,high,infinite,B2,fin,0
1,simplex,CB/HCB,viides,low,past,B2,fin,0
1,simplex,CB/HCB,viides,low,past,B1,fr,0
1,simplex,CB/HCB,viides,low,past,A1,fr,0
1,simplex,sup,neli,high,non-past,A2,eng,0
1,simplex,sup,neli,high,non-past,B2,eng,0
1,simplex,sup,neli,high,non-past,A2,eng,0
1,simplex,sup,neli,high,non-past,A2,eng,0
1,simplex,sup,neli,high,non-past,B1,fr,0
1,simplex,sup,neli,high,non-past,B1,ger,0
1,simplex,sup,neli,high,infinite,B2,fin,0
1,simplex,sup,neli,high,non-past,B2,eng,0
1,simplex,sup,neli,high,non-past,B2,fin,0
1,simplex,sup,eipro,high,past,B2,fin,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,prefix,motion,oma,high,non-past,B1,eng,0
1,prefix,motion,oma,high,infinite,B1,fr,0
1,prefix,motion,oma,high,past,B1,ger,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,prefix,motion,oma,high,non-past,B1,fr,0
1,prefix,motion,oma,high,non-past,A2,fr,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,simplex,sup,eka,high,past,B2,eng,0
1,prefix,HCB/CB,oma,high,non-past,B2,fin,0
1,prefix,HCB/CB,oma,high,non-past,B1,eng,0
1,prefix,HCB/CB,oma,high,non-past,B2,eng,0
1,prefix,HCB/CB,oma,high,non-past,B2,eng,0
1,simplex,sup,eka,high,non-past,A1,fr,0
1,simplex,sup,eka,high,past,B1,fr,0
1,simplex,sup,eka,high,past,B2,eng,0
1,simplex,sup,eka,high,past,B2,fin,0
1,simplex,sup,eka,high,past,A2,fr,0
1,simplex,sup,eka,high,past,A2,eng,0
1,simplex,sup,eka,high,past,B2,fin,0
1,simplex,sup,eka,high,infinite,B1,eng,0
1,simplex,sup,eka,high,infinite,B2,eng,0
1,simplex,sup,eka,high,infinite,A2,fr,0
1,simplex,sup,eka,high,infinite,B2,fr,0
1,prefix,motion,oma,low,non-past,B2,fr,0
1,prefix,motion,oma,same,non-past,B1,eng,0
1,prefix,motion,oma,same,non-past,B1,eng,0
1,prefix,motion,eipro,same,non-past,A2,eng,0
1,prefix,motion,eipro,same,infinite,B2,fin,0
1,prefix,CB/HCB,viides,same,past,B2,fin,0
1,prefix,CB/HCB,viides,same,non-past,B2,fin,0
1,prefix,HCB/CB,viides,same,past,B2,fin,0
1,prefix,motion,oma,same,non-past,B2,fin,0
1,prefix,motion,oma,same,non-past,B2,fin,0
1,prefix,motion,oma,same,non-past,B2,fin,0
1,prefix,motion,oma,same,non-past,B2,fin,0
1,prefix,motion,oma,same,non-past,B2,fin,0
1,prefix,motion,oma,same,infinite,B1,ger,0
1,prefix,motion,oma,same,infinite,B2,fin,0
1,prefix,motion,oma,same,infinite,B2,eng,0
1,prefix,motion,oma,same,past,B2,fin,0
1,prefix,motion,oma,same,past,B2,fin,0
1,prefix,motion,oma,same,past,B2,fin,0
1,prefix,motion,eipro,same,infinite,B2,fin,0
1,prefix,motion,eipro,same,infinite,A2,eng,0
1,prefix,motion,eipro,same,infinite,B2,fin,0
1,prefix,motion,eipro,same,infinite,B2,fin,0
1,prefix,motion,eipro,same,infinite,Other,ger,0
1,simplex,CB/HCB,eipro,same,past,B2,eng,0
1,simplex,CB/HCB,eipro,same,past,B2,fin,0
1,simplex,CB/HCB,eipro,same,non-past,B2,fin,0
1,simplex,CB/HCB,eipro,same,non-past,B2,fin,0
1,simplex,CB/HCB,eipro,same,non-past,B2,fin,0
1,simplex,CB/HCB,eipro,same,infinite,B2,fin,0
1,simplex,CB/HCB,eipro,same,infinite,B2,fin,0
1,prefix,CB/HCB,oma,high,non-past,B2,fin,0
1,prefix,CB/HCB,oma,same,infinite,B2,fin,0
1,prefix,CB/HCB,oma,same,infinite,B2,fin,0
1,simplex,sup,eipro,high,non-past,B2,fin,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,suffix,CB/HCB,eka,low,past,B1,ger,0
1,prefix,motion,oma,same,non-past,B2,fin,0
1,prefix,CB/HCB,eipro,same,non-past,B2,fin,0
1,prefix,CB/HCB,eipro,same,non-past,B2,eng,0
1,prefix,CB/HCB,eipro,same,past,B2,fin,0
1,prefix,motion,oma,high,past,B2,fin,0
1,prefix,motion,oma,high,infinite,B2,fin,0
1,prefix,motion,oma,high,infinite,Other,ger,0
1,prefix,motion,oma,high,infinite,B2,eng,0
1,prefix,CB/HCB,eka,same,past,A2,eng,0
1,prefix,motion,oma,same,past,B2,fin,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,prefix,CB/HCB,eipro,high,infinite,B1,eng,0
1,prefix,motion,oma,high,past,B1,fr,0
1,prefix,motion,oma,high,past,B2,fin,0
1,prefix,motion,oma,high,non-past,A2,eng,0
1,prefix,motion,eipro,high,non-past,B2,fin,0
1,prefix,motion,oma,high,non-past,A2,eng,0
1,prefix,motion,oma,low,past,B2,fin,0
1,prefix,motion,oma,same,non-past,B2,fin,0
1,prefix,motion,oma,same,past,A2,fr,0
1,prefix,motion,viides,same,non-past,B1,eng,0
1,prefix,CB/HCB,eipro,high,infinite,A1,fr,0
1,prefix,HCB/CB,eipro,same,infinite,A1,fr,0
1,prefix,motion,oma,high,non-past,B1,eng,0
1,prefix,motion,oma,high,infinite,B2,fin,0
1,prefix,motion,oma,high,non-past,B1,ger,0
1,prefix,motion,oma,high,non-past,B2,eng,0
1,prefix,motion,oma,high,non-past,B2,fin,0
1,prefix,HCB/CB,eipro,low,non-past,A2,chi,0
1,prefix,HCB/CB,eipro,high,non-past,B2,eng,0
1,prefix,HCB/CB,eipro,high,past,B1,eng,0
1,prefix,motion,viides,same,non-past,B2,eng,0
1,prefix,HCB/CB,viides,high,past,B2,eng,0
1,prefix,HCB/CB,viides,high,infinite,B2,fin,0
1,prefix,motion,oma,high,non-past,A2,eng,0
1,prefix,HCB/CB,eka,high,infinite,B2,fin,0
1,prefix,HCB/CB,eka,high,past,Other,ger,0
1,prefix,HCB/CB,eka,high,past,B2,fin,0
1,prefix,HCB/CB,eka,high,non-past,Other,ger,0
1,prefix,HCB/CB,eka,high,non-past,B2,fin,0
1,prefix,CB/HCB,eka,high,past,B2,eng,0
1,prefix,CB/HCB,eka,high,past,A2,eng,0
1,prefix,CB/HCB,eka,high,infinite,B2,fin,0
1,prefix,HCB/CB,oma,high,non-past,B2,eng,0
1,prefix,HCB/CB,eka,low,infinite,Other,ger,0
1,prefix,CB/HCB,eipro,low,non-past,A2,fr,0
1,prefix,HCB/CB,viides,low,past,B2,fin,0
1,prefix,HCB/CB,kolmas,low,past,B2,fin,0
1,prefix,HCB/CB,eipro,low,past,B2,fin,0
1,prefix,HCB/CB,eipro,low,infinite,A2,eng,0
1,prefix,HCB/CB,eipro,low,infinite,A2,eng,0
1,prefix,HCB/CB,eipro,low,infinite,A2,eng,0
1,prefix,HCB/CB,eipro,low,non-past,B1,eng,0
1,prefix,HCB/CB,viides,low,non-past,B2,eng,0
1,prefix,HCB/CB,viides,low,non-past,B1,eng,0
1,prefix,HCB/CB,viides,low,non-past,B1,eng,0
1,prefix,HCB/CB,eka,low,non-past,B2,fin,0
1,prefix,HCB/CB,viides,low,infinite,B2,fin,0
1,prefix,motion,oma,low,infinite,B2,fin,0
1,prefix,motion,oma,low,non-past,B1,eng,0
1,prefix,motion,oma,low,non-past,B2,fin,0
1,prefix,motion,oma,low,non-past,B2,fin,0
1,prefix,motion,oma,low,non-past,B2,fin,0
1,prefix,motion,oma,low,non-past,B2,fin,0
1,prefix,motion,oma,low,non-past,A2,eng,0
1,prefix,motion,oma,low,non-past,B2,fin,0
1,prefix,HCB/CB,eipro,low,infinite,B2,fin,0
1,prefix,HCB/CB,eipro,low,kask,B2,fin,0
1,prefix,HCB/CB,eka,low,infinite,A2,ger,0
1,prefix,HCB/CB,eka,low,infinite,A2,chi,0
1,prefix,HCB/CB,eka,low,infinite,B2,fin,0
1,prefix,HCB/CB,eka,low,past,B2,fin,0
1,prefix,HCB/CB,eka,low,past,B2,fin,0
1,prefix,HCB/CB,eka,low,past,B1,eng,0
1,prefix,HCB/CB,eka,low,infinite,A2,eng,0
1,prefix,HCB/CB,eka,low,non-past,B2,fin,0
1,prefix,HCB/CB,eka,low,past,B2,fin,0
1,prefix,HCB/CB,eka,low,past,A2,fr,0
1,prefix,HCB/CB,eka,low,past,A2,eng,0
1,prefix,HCB/CB,eka,low,infinite,B1,eng,0
1,prefix,HCB/CB,toka,low,infinite,A2,eng,0
1,prefix,HCB/CB,toka,low,infinite,Other,ger,0
1,prefix,HCB/CB,toka,low,infinite,A2,eng,0
1,prefix,HCB/CB,eka,low,non-past,B2,fr,0
1,prefix,HCB/CB,eka,low,non-past,B2,fin,0
1,prefix,motion,oma,low,non-past,B1,fr,0
1,prefix,motion,oma,low,infinite,B1,fr,0
1,prefix,HCB/CB,eka,low,past,B1,fr,0
1,prefix,HCB/CB,eka,low,non-past,B1,fr,0
1,prefix,HCB/CB,eka,low,infinite,B1,eng,0
1,prefix,HCB/CB,eka,low,non-past,B2,fin,0
1,prefix,HCB/CB,eka,low,past,A2,fr,0
1,prefix,HCB/CB,eka,low,non-past,A2,fr,0
1,prefix,HCB/CB,eka,low,past,B1,eng,0
1,prefix,HCB/CB,eka,low,past,A2,eng,0
1,prefix,HCB/CB,eka,low,past,A2,fr,0
1,prefix,HCB/CB,eka,low,infinite,B2,fin,0
1,prefix,HCB/CB,eka,low,infinite,B2,fin,0
1,prefix,HCB/CB,eka,low,infinite,B2,fr,0
1,prefix,HCB/CB,eka,low,infinite,B1,fr,0
1,prefix,HCB/CB,eka,low,past,B2,eng,0
1,prefix,HCB/CB,eka,low,past,B2,fin,0
1,prefix,HCB/CB,eka,low,past,B2,fin,0
1,prefix,HCB/CB,eka,low,infinite,B2,eng,0
1,prefix,HCB/CB,eka,low,infinite,B2,eng,0
1,prefix,HCB/CB,eka,low,infinite,A2,eng,0
1,prefix,HCB/CB,eka,low,non-past,A2,eng,0
1,prefix,HCB/CB,eka,low,non-past,B1,eng,0
1,prefix,HCB/CB,eipro,low,infinite,B2,fin,0
1,prefix,HCB/CB,eipro,low,past,C2,chi,0
1,prefix,HCB/CB,eipro,low,non-past,B2,fin,0
1,prefix,HCB/CB,eipro,low,past,B2,fin,0
1,prefix,HCB/CB,eipro,low,non-past,A2,eng,0
1,prefix,HCB/CB,eipro,low,infinite,B2,fin,0
1,prefix,HCB/CB,eipro,low,non-past,B2,fin,0
1,prefix,HCB/CB,eipro,low,past,A2,fr,0
1,prefix,HCB/CB,eipro,low,past,B2,fr,0
1,prefix,HCB/CB,eipro,low,past,A2,fr,0
1,prefix,CB/HCB,viides,same,non-past,A2,fr,0
1,prefix,CB/HCB,viides,same,non-past,B2,eng,0
1,prefix,HCB/CB,viides,low,infinite,B1,eng,0
1,prefix,HCB/CB,eka,low,non-past,B2,fin,0
1,simplex,CB/HCB,eipro,low,infinite,B2,fin,0
1,simplex,CB/HCB,eipro,low,past,B2,fin,0
1,prefix,HCB/CB,viides,high,past,B1,eng,0
1,suffix,CB/HCB,eka,low,past,B2,eng,0
1,prefix,CB/HCB,eipro,same,non-past,B1,eng,0
1,prefix,HCB/CB,kolmas,low,non-past,B1,eng,0
1,prefix,CB/HCB,eka,same,past,A2,fr,0
1,prefix,HCB/CB,eka,low,non-past,C2,chi,0
1,prefix,HCB/CB,viides,high,non-past,B2,fin,0
1,prefix,HCB/CB,eka,low,non-past,B1,eng,0
1,prefix,HCB/CB,eka,low,past,B2,fin,0
1,prefix,HCB/CB,eka,low,infinite,B2,eng,0
1,prefix,HCB/CB,viides,low,non-past,C2,chi,0
1,prefix,HCB/CB,viides,same,infinite,B2,fin,0
1,prefix,HCB/CB,viides,same,past,A2,eng,0
1,prefix,HCB/CB,eka,low,past,B2,eng,0
1,prefix,HCB/CB,eka,low,past,B2,fin,0
1,prefix,HCB/CB,viides,high,non-past,A2,eng,0
1,prefix,HCB/CB,kolmas,low,infinite,B2,eng,0
1,prefix,HCB/CB,eka,low,past,B2,eng,0
1,prefix,HCB/CB,viides,high,non-past,B1,eng,0
1,prefix,HCB/CB,viides,low,non-past,A1,fr,0
1,prefix,HCB/CB,eka,low,non-past,B1,eng,0
1,prefix,HCB/CB,viides,low,non-past,B1,eng,0
1,prefix,HCB/CB,viides,same,non-past,A2,eng,0
1,prefix,HCB/CB,eka,low,infinite,B2,fin,0
1,prefix,HCB/CB,kolmas,low,past,A2,eng,0
1,prefix,HCB/CB,kolmas,low,past,B2,fin,0
1,prefix,HCB/CB,kolmas,low,non-past,B1,eng,0
1,prefix,HCB/CB,viides,low,non-past,B2,fin,0
1,prefix,HCB/CB,toka,high,past,B2,fr,0
1,prefix,HCB/CB,eka,low,past,B2,eng,0
1,prefix,HCB/CB,eka,low,infinite,C2,chi,0
1,prefix,HCB/CB,eka,low,non-past,B1,eng,0
1,prefix,HCB/CB,viides,high,infinite,B1,eng,0
1,prefix,HCB/CB,viides,low,infinite,B2,fin,0
1,prefix,HCB/CB,eipro,same,non-past,C2,chi,0
1,prefix,HCB/CB,kolmas,low,infinite,C2,chi,0
1,prefix,HCB/CB,eipro,low,non-past,C2,chi,0
1,prefix,HCB/CB,eka,low,non-past,A2,chi,0
